,word,score,stem
3901,doloroso,-0.875,dolor
3902,aflictivo,-0.875,aflict
3903,repelente,-0.375,repelent
3904,rebarbative,-0.375,rebarbativ
3905,tarta,-0.625,tart
3906,agudo,-0.625,agud
3907,ingrato,-0.875,ingrat
3908,infeliz,-0.75,infeliz
3909,entretenido,-0.125,entreten
3910,entusiasmado,0.125,entusiasm
3911,agradecido,0.5,agradec
3912,turbado,-0.625,turb
3913,cabreado,-0.625,cabr
3914,irritado,-0.625,irrit
3915,exasperado,0.0,exasper
3916,quemado,0.0,quem
3917,tostado,0.0,tost
3918,harto,0.25,hart
3919,disgustado,0.25,disgust
3920,fruncimiento,-0.125,fruncimient
3921,dolido,-0.25,dol
3922,ofendido,-0.25,ofend
3923,admirable,0.875,admir
3924,congraciador,0.625,congraci
3925,desconcertante,-0.75,desconcert
3926,enloquecedor,-0.75,enloquecedor
3927,exasperante,-0.75,exasper
3928,espinoso,0.125,espin
3929,acanthous,0.125,acanthous
3930,acanthoid,0.125,acanth
3931,cañón,0.125,cañon
3932,pico,0.125,pic
3933,piramidal,0.125,piramidal
3934,pulida,0.25,pul
3935,lustroso,0.25,lustros
3936,bruñido,0.25,bruñ
3937,terminado,0.75,termin
3938,política,0.25,polit
3939,viejo,0.5,viej
3940,impolítico,-0.5,impolit
3941,inoportuno,-0.75,inoportun
3942,semipolítico,-0.125,semipolit
3943,apolítico,0.25,apolit
3944,ponderable,0.5,ponder
3945,imponderable,-0.875,imponder
3946,favorito,0.125,favorit
3947,impopular,0.0,impopul
3948,antibacterianas,-0.375,antibacterian
3949,optimista,0.625,optim
3950,afirmativo,0.625,afirm
3951,constructivo,0.875,construct
3952,contador,-0.5,contador
3953,antagonista,-0.5,antagon
3954,perverso,-0.375,pervers
3955,neutralizado,0.5,neutraliz
3956,negativas,-0.25,negat
3957,positivas,0.625,posit
3958,desconfirmante,-0.625,desconfirm
3959,bacteria,-0.375,bacteri
3960,posible,0.5,posibl
3961,afirmable,0.625,afirm
3962,alcanzado,0.5,alcanz
3963,alcanzable,0.5,alcanz
3964,contingente,-0.625,contingent
3965,viable,0.375,viabl
3966,practicable,0.375,practic
3967,factible,0.375,factibl
3968,ejecutable,0.375,ejecut
3969,matemático,0.5,matemat
3970,inviable,-0.75,inviabl
3971,impracticable,-0.75,impractic
3972,irrealizable,-0.625,irrealiz
3973,inalcanzable,-0.625,inalcanz
3974,equipotente,0.25,equipotent
3975,incapaz,-0.125,incapaz
3976,poderosa,0.25,poder
3977,omnipotente,0.125,omnipotent
3978,todopoderoso,0.125,todopoder
3979,coercitivo,0.25,coercit
3980,muscular,-0.125,muscul
3981,potente,0.125,potent
3982,puissant,0.125,puissant
3983,regente,0.125,regent
3984,gobernante,0.125,gobern
3985,reinante,0.125,reinant
3986,impotente,-0.125,impotent
3987,incapacitado,-0.5,incapacit
3988,alta,0.5,alta
3989,influyente,0.125,influyent
3990,construcción,-0.625,construccion
3991,arado,-0.375,arad
3992,incultivable,-0.5,incultiv
3993,aplicativo,0.25,aplic
3994,pragmático,0.25,pragmat
3995,24,0.0,24
3996,meshuggener,-0.5,meshuggen
3997,meshuggeneh,-0.5,meshuggeneh
3998,meshugge,-0.5,meshugg
3999,meshugga,-0.5,meshugg
4000,meshuga,-0.5,meshug
4001,romántico,-0.375,romant
4002,quijotesco,-0.375,quijotesc
4003,movimiento,0.75,movimient
4004,puntilloso,0.75,puntill
4005,meticuloso,0.75,meticul
4006,microscópico,0.75,microscop
4007,imprecisas,-0.25,imprecis
4008,general,-0.125,general
4009,precoz,0.0,precoz
4010,atrasado,0.25,atras
4011,imbécil,0.125,imbecil
4012,baboso,0.125,babos
4013,cretinoide,-0.875,cretinoid
4014,eyaculación,-0.75,eyacul
4015,previsible,0.25,previs
4016,imprevisible,-0.625,imprevis
4017,aleatorio,0.125,aleatori
4018,monstruoso,0.625,monstruos
4019,caprichoso,0.625,caprich
4020,ocasional,0.0,ocasional
4021,episódico,0.0,episod
4022,sus,-0.5,sus
4023,premeditado,0.125,premedit
4024,impremeditado,-0.25,impremedit
4025,impulsivo,0.125,impuls
4026,preparados,0.625,prepar
4027,emproblemada,0.125,emproblem
4028,equipado,0.25,equip
4029,precolado,0.375,precol
4030,extemporáneo,-0.5,extemporane
4031,improvisado,-0.5,improvis
4032,presente,-0.375,present
4033,introuvable,-0.375,introuv
4034,ausente,-0.25,ausent
4035,awol,-0.25,awol
4036,ostentación,0.5,ostent
4037,vistoso,0.5,vistos
4038,admirador,-0.25,admir
4039,pontificio,-0.5,pontifici
4040,exagerado,-0.5,exager
4041,la,0.5,la
4042,hoity,0.5,hoity
4043,highfaluting,0.5,highfaluting
4044,highfalutin,0.5,highfalutin
4045,hifalutin,0.5,hifalutin
4046,inflado,0.125,inflad
4047,altisonante,0.125,altison
4048,saltó,-0.25,salt
4049,sentencioso,-0.25,sentenci
4050,impomposo,-0.25,impomp
4051,primario,0.375,primari
4052,social,0.5,social
4053,original,-0.5,original
4054,particular,0.125,particul
4055,alternativo,0.125,altern
4056,alterno,0.125,altern
4057,indirecto,-0.625,indirect
4058,empleado,-0.375,emple
4059,tercera,-0.125,tercer
4060,sustituto,0.375,sustitut
4061,delegado,-0.375,deleg
4062,primaria,0.125,primari
4063,elemental,0.125,elemental
4064,radical,0.0,radical
4065,incidental,0.25,incidental
4066,incidente,0.25,incident
4067,omisible,0.625,omis
4068,administración,-0.125,administr
4069,privada,-0.125,priv
4070,secuestrado,0.125,secuestr
4071,enclaustrado,0.125,enclaustr
4072,puerta,-0.625,puert
4073,confidencial,0.125,confidencial
4074,insular,-0.125,insul
4075,nariz,0.625,nariz
4076,público,-0.125,public
4077,presión,0.375,presion
4078,novio,0.375,novi
4079,menesteroso,-0.375,menester
4080,desfavorecidos,-0.375,desfavorec
4081,privados,-0.375,priv
4082,marginales,-0.375,marginal
4083,2015,-0.375,2015
4084,amentífero,0.25,amentifer
4085,amentáceo,0.25,amentace
4086,cultivable,0.625,cultiv
4087,arable,0.625,arabl
4088,prolífico,0.75,prolif
4089,fértil,0.75,fertil
4090,fecundo,0.75,fecund
4091,cojinete,0.25,cojinet
4092,improductivo,0.125,improduct
4093,duplicable,0.625,duplic
4094,irreproducible,-0.5,irreproduc
4095,profeso,0.625,profes
4096,colchado,-0.75,colch
4097,amateur,0.25,amateur
4098,gordo,0.75,gord
4099,pagando,0.5,pag
4100,pagado,0.5,pag
4101,remunerativo,0.75,remuner
4102,rentable,0.75,rentabl
4103,lucrativo,0.75,lucrat
4104,margen,-0.25,marg
4105,profunda,0.25,profund
4106,ostensible,0.0,ostens
4107,aparente,0.0,aparent
4108,diletante,0.375,dilet
4109,glib,0.125,glib
4110,sonando,-0.125,son
4111,mirando,-0.125,mir
4112,superficial,0.5,superficial
4113,prognathous,-0.125,prognathous
4114,hipognathous,-0.125,hipognathous
4115,farol,0.375,farol
4116,moderno,0.5,modern
4117,innovador,0.5,innov
4118,avanzado,0.5,avanz
4119,modernizado,0.375,moderniz
4120,retrógrado,-0.25,retrogr
4121,facil,0.625,facil
4122,trino,0.125,trin
4123,impronunciable,-0.5,impronunci
4124,decoroso,0.625,decor
4125,comme,0.625,comm
4126,volviéndose,0.625,volv
4127,correcto,0.625,correct
4128,halal,0.75,halal
4129,kósher,0.75,kosh
4130,victoriano,0.625,victorian
4131,puritanos,0.625,puritan
4132,mojigatos,0.625,mojigat
4133,remilgados,0.625,remilg
4134,desfavorable,-0.625,desfavor
4135,indecoroso,-0.625,indecor
4136,profético,-0.125,profet
4137,clarividente,-0.125,clarivident
4138,presagio,0.25,presagi
4139,fatídico,0.25,fatid
4140,premonitorio,-0.5,premonitori
4141,precursor,-0.5,precursor
4142,impredecible,0.5,impredec
4143,potencial,-0.25,potencial
4144,probable,-0.25,probabl
4145,futuro,0.25,futur
4146,protegido,-0.75,proteg
4147,fortificado,0.125,fortific
4148,bastionado,0.125,bastion
4149,almenada,0.125,almen
4150,blindado,-0.625,blind
4151,resistencia,0.125,resistent
4152,expuesto,-0.75,expuest
4153,preventivo,-0.3340000000000001,prevent
4154,profiláctico,0.5,profilact
4155,anticonceptivo,0.5,anticoncept
4156,antifertilidad,0.5,antifertil
4157,tutelar,0.25,tutel
4158,custodio,0.25,custodi
4159,evasivo,-0.125,evas
4160,sobreprotector,-0.125,sobreprotector
4161,fertilizante,0.0,fertiliz
4162,protegen,-0.75,proteg
4163,relacionado,0.25,relacion
4164,desprotector,-0.375,desprotector
4165,irradiación,-0.125,irradi
4166,vanaglorioso,-0.5,vanaglori
4167,presumido,-0.625,presum
4168,autoengrandecimiento,-0.25,autoengrandec
4169,cacareo,-0.25,cacare
4170,gallo,-0.25,gall
4171,fanfarronear,-0.25,fanfarron
4172,fanfarrón,-0.25,fanfarron
4173,hiriente,0.375,hirient
4174,señorial,0.375,señorial
4175,imperioso,0.375,imperi
4176,altivo,0.375,altiv
4177,vanidoso,-0.75,vanid
4178,hinchado,-0.75,hinch
4179,engreído,-0.75,engreid
4180,orgullo,-0.125,orgull
4181,complacido,0.125,complac
4182,orgulloso,-0.625,orgull
4183,humillado,-0.375,humill
4184,probado,0.625,prob
4185,verificado,0.25,verific
4186,ahorrativo,0.25,ahorr
4187,hipermétrope,0.25,hipermetrop
4188,largo,0.25,larg
4189,previsor,0.25,previsor
4190,improvisor,-0.5,improvisor
4191,bajito,-0.375,bajit
4192,provocando,-0.5,provoc
4193,agitando,-0.5,agit
4194,intrigante,0.5,intrig
4195,cobre,0.625,cobr
4196,sedicioso,0.25,sedici
4197,agitador,0.25,agit
4198,instigador,0.25,instig
4199,inflamatorio,0.25,inflamatori
4200,incitivo,0.25,incit
4201,incendiario,0.25,incendiari
4202,encantador,0.625,encant
4203,circunspecto,0.25,circunspect
4204,juicioso,0.625,juicios
4205,embriagador,0.625,embriag
4206,provident,0.5,provident
4207,prudencial,0.5,prudencial
4208,imprevisto,-0.5,imprevist
4209,sarpullido,0.25,sarpull
4210,castigo,-0.5,castig
4211,alquitranado,-0.5,alquitran
4212,molestados,-0.25,molest
4213,indisciplinado,-0.625,indisciplin
4214,punitivo,-0.25,punit
4215,correccional,0.25,correccional
4216,reivindicativo,0.125,reivindic
4217,retributivo,0.125,retribut
4218,vengativo,0.125,vengat
4219,relativo,0.125,relat
4220,rehabilitación,-0.25,rehabilit
4221,bigeneric,-0.125,bigeneric
4222,subcriado,-0.625,subcri
4223,inmaculado,0.25,inmacul
4224,blanco,0.625,blanc
4225,maculado,0.375,macul
4226,claro,0.375,clar
4227,prístino,0.125,pristin
4228,sublimado,0.375,sublim
4229,puro,-0.75,pur
4230,virginal,-0.375,virginal
4231,impuro,-0.375,impur
4232,degradado,-0.125,degrad
4233,adulterado,-0.125,adulter
4234,aleación,-0.625,aleacion
4235,fangoso,-0.5,fangos
4236,embarrado,-0.5,embarr
4237,lúgubre,-0.5,lugubr
4238,contaminado,0.25,contamin
4239,incontaminado,-0.5,incontamin
4240,decisión,0.125,decision
4241,inconexo,0.5,inconex
4242,inhábil,-0.625,inhabil
4243,curandero,-0.375,curander
4244,disciplinado,0.25,disciplin
4245,sembrado,0.375,sembr
4246,primitivo,0.25,primit
4247,condicional,0.375,condicional
4248,comadreja,-0.125,comadrej
4249,cubierto,-0.125,cubiert
4250,modificado,-0.75,modific
4251,categórico,-0.5,categor
4252,limpio,0.5,limpi
4253,ilimitado,-0.375,ilimit
4254,absoluto,-0.375,absolut
4255,cualitativo,0.5,cualit
4256,duodecimal,-0.25,duodecimal
4257,cantidad,0.625,cantid
4258,valorizada,0.0,valoriz
4259,supuesta,-0.25,supuest
4260,apócrifo,0.125,apocrif
4261,ambiguo,-0.25,ambigu
4262,sospechoso,-0.5,sospech
4263,gracioso,-0.5,gracios
4264,incuestionable,-0.25,incuestion
4265,reconoció,0.25,reconoc
4266,indudable,0.375,indud
4267,intachable,-0.75,intach
4268,quieto,-0.25,quiet
4269,silencioso,-0.25,silenci
4270,medical,0.25,medical
4271,vociferante,-0.5,vocifer
4272,clamoroso,-0.5,clamor
4273,clamante,-0.5,clamant
4274,estruendoso,-0.25,estruend
4275,swishy,0.125,swishy
4276,trueno,-0.125,truen
4277,adormecido,0.375,adormec
4278,tumultuoso,-0.75,tumultu
4279,atribulado,-0.75,atribul
4280,perturbador,-0.75,perturb
4281,chillones,-0.75,chillon
4282,random,0.125,random
4283,acertar,0.0,acert
4284,azaroso,0.0,azar
4285,deliberado,0.5,deliber
4286,racional,0.375,racional
4287,lógico,0.75,logic
4288,coherente,0.75,coherent
4289,pensando,0.25,pens
4290,razonando,0.25,razon
4291,cuerdo,0.5,cuerd
4292,irracional,-0.25,irracional
4293,supersticioso,0.625,superstici
4294,emocionalmente,0.375,emocional
4295,intelectual,0.125,intelectual
4296,cerebral,0.125,cerebral
4297,multirracial,0.125,multirracial
4298,racista,-0.375,racist
4299,oxidable,0.375,oxid
4300,inactiva,-0.625,inact
4301,inerte,0.25,inert
4302,hidalgo,-0.125,hidalg
4303,mensaje,0.25,mensaj
4304,maduro,0.625,madur
4305,durmiendo,0.0,durm
4306,factual,0.5,factual
4307,objetivo,0.0,objet
4308,documental,0.0,documental
4309,soñado,-0.375,soñ
4310,visualizado,0.0,visualiz
4311,representado,0.0,represent
4312,imaginado,0.0,imagin
4313,trampantojo,-0.5,trampantoj
4314,legendario,-0.625,legendari
4315,mitológico,-0.25,mitolog
4316,mítico,-0.25,mitic
4317,fabuloso,-0.25,fabul
4318,imaginario,-0.75,imaginari
4319,fantasioso,-0.75,fantasi
4320,alucinatorio,-0.5,alucinatori
4321,ilusorio,0.125,ilusori
4322,fingir,-0.125,fing
4323,irreal,-0.125,irreal
4324,onírico,0.125,onir
4325,phantom,-0.25,phantom
4326,terrenal,0.375,terrenal
4327,vívido,0.625,viv
4328,pictórico,0.625,pictor
4329,gráfico,0.625,grafic
4330,virtual,0.5,virtual
4331,practico,0.5,practic
4332,quimera,-0.375,quimer
4333,franz,0.0,franz
4334,surrealista,-0.25,surreal
4335,fantasmagórico,-0.25,fantasmagor
4336,sentido,0.625,sent
4337,abusivo,0.0,abus
4338,insostenible,-0.5,insosten
4339,indebido,-0.125,indeb
4340,bilateral,-0.125,bilateral
4341,trilateral,-0.125,trilateral
4342,correlativo,-0.125,correl
4343,interactivo,0.25,interact
4344,interaccional,0.25,interaccional
4345,cortés,0.625,cortes
4346,culto,0.625,cult
4347,civilizado,0.625,civiliz
4348,couth,0.25,couth
4349,twee,0.75,twe
4350,remilgado,0.75,remilg
4351,niminy,0.75,niminy
4352,picado,0.75,pic
4353,fina,0.0,fin
4354,delicada,0.0,delic
4355,caballeroso,0.75,caballer
4356,superfino,0.625,superfin
4357,educado,0.75,educ
4358,weeds,0.0,weeds
4359,inculto,0.0,incult
4360,porcino,-0.375,porcin
4361,neandertal,-0.375,neandertal
4362,patán,-0.375,patan
4363,espeso,-0.375,espes
4364,yokelish,-0.125,yokelish
4365,underbreed,-0.125,underbr
4366,lowbred,-0.125,lowbr
4367,libertino,-0.125,libertin
4368,baja,-0.125,baj
4369,vulgar,0.375,vulg
4370,vulcanizado,0.0,vulcaniz
4371,semiprocesado,0.0,semiproces
4372,procesado,-0.25,proces
4373,activado,-0.125,activ
4374,dopaje,-0.25,dopaj
4375,examinado,-0.25,examin
4376,raw,-0.75,raw
4377,lubrificado,-0.25,lubrific
4378,tratado,-0.125,trat
4379,atado,-0.375,atad
4380,vendado,-0.375,vend
4381,dosed,0.125,dos
4382,repercutibles,0.5,repercut
4383,recobrable,0.5,recobr
4384,perdidos,-0.5,perd
4385,regenerar,-0.125,regener
4386,renacido,-0.25,renac
4387,nacido,-0.25,nac
4388,reformada,0.25,reform
4389,maldecido,0.0,maldec
4390,impenitente,0.125,impenitent
4391,inconverso,-0.125,inconvers
4392,prescrito,0.25,prescrit
4393,oficial,0.25,oficial
4394,homogénea,-0.125,homogene
4395,ilegal,-0.75,ilegal
4396,regulado,-0.625,regul
4397,irremediable,-0.625,irremedi
4398,arrendable,0.25,arrend
4399,reparable,0.625,repar
4400,rectificable,0.625,rectific
4401,mantenible,0.625,manten
4402,irreparable,-0.5,irrepar
4403,irrepetible,-0.5,irrepet
4404,repetitivo,-0.25,repetit
4405,reiterativo,-0.25,reiter
4406,iterativo,-0.25,iter
4407,imprimible,0.625,imprim
4408,indecente,0.5,indecent
4409,uniforme,0.25,uniform
4410,multiforme,0.25,multiform
4411,polimorfo,0.125,polimorf
4412,polimórfico,0.125,polimorf
4413,trianual,0.125,trianual
4414,posición,-0.375,posicion
4415,connatos,0.125,connat
4416,afines,0.125,afin
4417,aplicable,0.5,aplic
4418,hidruro,0.5,hidrur
4419,pertinente,0.375,pertinent
4420,tangencial,0.125,tangencial
4421,digresivo,0.125,digres
4422,ortogonal,-0.625,ortogonal
4423,inmaterial,-0.625,inmaterial
4424,ajena,-0.625,ajen
4425,inaplicable,-0.75,inaplic
4426,discutible,-0.5,discut
4427,consciente,0.625,conscient
4428,atento,0.375,atent
4429,amnésico,-0.5,amnes
4430,fuente,0.5,fuent
4431,intercambiable,0.5,intercambi
4432,insustituible,-0.75,insustitu
4433,representativo,0.5,represent
4434,delineativo,0.5,delin
4435,mimesis,0.625,mimesis
4436,realista,-0.25,realist
4437,naturalista,-0.25,natural
4438,geométrico,0.0,geometr
4439,hierático,0.375,hierat
4440,semiabstracto,-0.625,semiabstract
4441,prestigioso,0.75,prestigi
4442,honrado,0.75,honr
4443,estimado,0.75,estim
4444,estimable,1.0,estim
4445,temible,0.5,temibl
4446,respetado,0.875,respet
4447,desacreditado,-0.125,desacredit
4448,dañado,-0.125,dañ
4449,notorio,-0.875,notori
4450,infame,-0.875,infam
4451,louche,0.375,louch
4452,aceptante,0.25,acept
4453,admisible,0.25,admis
4454,asimilativo,-0.75,asimil
4455,hospitalidad,0.125,hospital
4456,reconciliable,0.625,reconcili
4457,armonizable,0.625,armoniz
4458,irreconciliable,-0.5,irreconcili
4459,hostil,-0.75,hostil
4460,inconsistente,-0.625,inconsistent
4461,reservado,0.25,reserv
4462,distante,0.25,distant
4463,timidez,0.875,timidez
4464,prisa,0.0,pris
4465,por,0.0,por
4466,resistible,0.5,resist
4467,irresistible,-0.625,irresist
4468,abrumador,0.0,abrum
4469,resolutivos,0.625,resolut
4470,vida,-0.125,vid
4471,desesperada,-0.125,desesper
4472,empeñado,0.25,empeñ
4473,espartano,0.125,espartan
4474,imperturbable,0.625,imperturb
4475,vacilante,0.375,vacil
4476,respetable,0.5,respet
4477,presentable,0.375,present
4478,deferente,0.5,deferent
4479,honorífico,0.375,honorif
4480,insultante,-0.625,insult
4481,desdeñoso,-0.625,desdeñ
4482,despectivo,-0.625,despect
4483,contumelioso,-0.25,contumeli
4484,burlarse,-0.625,burl
4485,burlona,-0.625,burlon
4486,deshonroso,-0.125,deshonr
4487,insolente,-0.25,insolent
4488,flip,-0.25,flip
4489,indeferencial,0.25,indeferencial
4490,slaphappy,0.5,slaphappy
4491,harum,0.5,harum
4492,happy,0.5,happy
4493,freewheeling,0.5,freewheeling
4494,devil,0.5,devil
4495,irresponsable,-0.25,irrespons
4496,inexplicable,0.375,inexplic
4497,c,0.25,c
4498,encuestado,-0.25,encuest
4499,respondiendo,-0.25,respond
4500,cerrar,-0.375,cerr
4501,tenue,0.25,tenu
4502,excesivo,-0.25,exces
4503,marcha,0.5,march
4504,limitado,-0.125,limit
4505,circunscrito,-0.125,circunscrit
4506,discrecional,-0.125,discrecional
4507,mandato,-0.25,mandat
4508,suntuario,0.25,suntuari
4509,supresor,-0.25,supresor
4510,irrestricto,-0.75,irrestrict
4511,emancipador,0.625,emancip
4512,retentiva,-0.125,retent
4513,recoleta,-0.125,recolet
4514,breve,-0.125,brev
4515,olvidadizo,-0.125,olvidadiz
4516,entrecruzado,-0.25,entrecruz
4517,weblike,0.125,weblik
4518,webby,0.125,webby
4519,palmeado,0.125,palm
4520,netlike,0.125,netlik
4521,encaje,0.125,encaj
4522,mashhad,-0.125,mashh
4523,retractil,0.5,retractil
4524,especular,0.625,especul
4525,reflexionar,-0.25,reflexion
4526,live,0.625,liv
4527,reverberante,0.25,reverber
4528,resonante,0.25,reson
4529,dinámico,0.625,dinam
4530,irreverberante,-0.25,irreverber
4531,anecoico,-0.625,anec
4532,sordo,0.25,sord
4533,reverente,0.5,reverent
4534,adorador,0.5,ador
4535,venerador,-0.125,vener
4536,reverencial,-0.125,reverencial
4537,respetuoso,-0.125,respetu
4538,sacrílego,-0.375,sacrileg
4539,blasfemo,-0.375,blasfem
4540,irrespetuoso,0.5,irrespetu
4541,reanimado,0.25,reanim
4542,recrudescente,-0.5,recrudescent
4543,renovado,0.5,renov
4544,resurgente,0.25,resurgent
4545,renaciente,0.25,renacient
4546,resucitado,0.25,resucit
4547,estimulado,0.0,estimul
4548,despierto,-0.625,despiert
4549,intimidado,-0.25,intimid
4550,soltera,-0.125,solter
4551,contrarrevolucionario,-0.625,contrarrevolucionari
4552,favorecido,0.125,favorec
4553,gratificante,0.375,gratif
4554,desagradecido,-0.5,desagradec
4555,infructuoso,-0.625,infructu
4556,retórico,0.0,retor
4557,turgente,-0.25,turgent
4558,tumid,-0.25,tum
4559,orotund,-0.25,orotund
4560,declamatorio,-0.25,declamatori
4561,púrpura,-0.25,purpur
4562,adornado,-0.25,adorn
4563,empurpled,-0.25,empurpl
4564,medicolegal,-0.25,medicolegal
4565,grandilocuente,0.125,grandilocuent
4566,oratorio,-0.125,oratori
4567,prosaico,-0.25,prosaic
4568,práctico,-0.25,practic
4569,rítmico,-0.5,ritmic
4570,cadencia,-0.375,cadenci
4571,danceable,0.75,danceabl
4572,jazz,-0.25,jazz
4573,tropezar,-0.25,tropez
4574,swingy,-0.25,swingy
4575,balanceo,-0.25,balance
4576,cadencioso,-0.25,cadenci
4577,sáfico,-0.125,safic
4578,entonar,-0.125,enton
4579,cantar,-0.125,cant
4580,síncopa,-0.25,sincop
4581,palpitante,-0.125,palpit
4582,desmedido,-0.125,desmed
4583,rasante,-0.25,rasant
4584,acomodado,0.75,acomod
4585,próspero,0.75,prosper
4586,cómodo,0.75,comod
4587,pedregoso,-0.375,pedreg
4588,busto,-0.375,bust
4589,necesitado,-0.556,necesit
4590,indigente,-0.556,indigent
4591,empobrecido,-0.556,empobrec
4592,desamparado,-0.556,desampar
4593,pellizcado,-0.75,pellizc
4594,suntuoso,0.75,suntuos
4595,principesco,0.75,principesc
4596,opulento,0.75,opulent
4597,grandioso,0.75,grandios
4598,felpa,-0.125,felp
4599,lucullan,-0.125,lucull
4600,lujoso,-0.125,lujos
4601,significa,-0.75,signif
4602,mendigo,-0.75,mendig
4603,slummy,-0.625,slummy
4604,adinerado,-0.125,adiner
4605,moneyless,-0.75,moneyless
4606,disolvente,0.375,disolvent
4607,insolvente,-0.75,insolvent
4608,panza,0.25,panz
4609,penetración,0.25,penetr
4610,borde,0.125,bord
4611,ambidiestro,0.125,ambidiestr
4612,equilibrado,-0.25,equilibr
4613,conservador,-0.5,conserv
4614,reaccionario,-0.5,reaccionari
4615,extremo,0.125,extrem
4616,izquierdoso,0.125,izquierd
4617,centrista,0.125,centrist
4618,cuernos,-0.125,cuern
4619,córneo,0.125,corne
4620,honorable,0.5,honor
4621,ético,0.5,etic
4622,incorrecto,-0.625,incorrect
4623,reprensible,-0.875,reprens
4624,criminal,-0.875,criminal
4625,condenable,-0.875,conden
4626,inmoral,-0.556,inmoral
4627,esta,0.875,esta
4628,injusto,-0.25,injust
4629,pecho,0.5,pech
4630,hierro,0.0,hierr
4631,incondicional,0.25,incondicional
4632,sapo,0.0,sap
4633,desbilis,0.0,desbilis
4634,circular,0.25,circul
4635,esférica,0.125,esfer
4636,orbicular,0.125,orbicul
4637,globular,0.125,globul
4638,globosa,0.125,globos
4639,global,0.125,global
4640,cuadrante,0.125,cuadrant
4641,cocoides,0.125,cocoid
4642,cumuliforme,0.125,cumuliform
4643,disklike,0.25,disklik
4644,discoide,0.25,discoid
4645,disclike,0.25,disclik
4646,panqueques,-0.25,panquequ
4647,anillo,0.125,anill
4648,rueda,0.125,rued
4649,cuadrangular,0.125,cuadrangul
4650,escuadrada,0.125,escuadr
4651,redonda,0.25,redond
4652,alantoide,0.125,alantoid
4653,amigdaloidal,0.125,amigdaloidal
4654,amigdaloides,0.125,amigdaloid
4655,amígdalos,0.125,amigdal
4656,asférico,0.375,asfer
4657,auriforme,0.25,auriform
4658,semilunar,0.25,semilun
4659,lunar,0.25,lun
4660,cicloidal,-0.125,cicloidal
4661,cicloide,-0.125,cicloid
4662,disciforme,0.125,disciform
4663,abovedado,0.25,aboved
4664,tiene,0.125,tien
4665,ovoide,0.125,ovoid
4666,oviforme,0.125,oviform
4667,ovalada,0.125,oval
4668,hiperboloidal,0.25,hiperboloidal
4669,olivo,0.0,oliv
4670,paraboloidal,0.25,paraboloidal
4671,ciruela,0.25,ciruel
4672,rotundo,0.25,rotund
4673,paraguas,0.125,paragu
4674,angulado,0.375,angul
4675,angular,0.375,angul
4676,bicuspida,0.125,bicusp
4677,bicúspide,0.125,bicuspid
4678,cuspidada,0.125,cuspid
4679,cuspidate,0.125,cuspidat
4680,cúspide,0.125,cuspid
4681,cúscada,0.125,cusc
4682,cuspatada,0.125,cuspat
4683,rectangular,0.125,rectangul
4684,triangular,0.25,triangul
4685,tricuspida,0.125,tricusp
4686,tricúspide,0.125,tricuspid
4687,oblato,0.375,oblat
4688,prolato,0.375,prolat
4689,pastoral,0.125,pastoral
4690,bucólica,0.125,bucol
4691,arcadia,0.125,arcadi
4692,criado,-0.375,cri
4693,hobnailed,-0.5,hobnail
4694,ciudad,-0.125,ciud
4695,beatificado,0.5,beatific
4696,bendito,0.375,bendit
4697,sagrado,0.375,sagr
4698,santificado,0.375,santific
4699,despreombrado,-0.375,despreombr
4700,indescriptible,0.25,indescript
4701,innombrable,0.25,innombr
4702,inefable,0.25,inef
4703,inspirador,0.625,inspir
4704,sacrosanto,0.25,sacrosant
4705,numen,0.125,num
4706,sublime,0.75,sublim
4707,reverendo,0.75,reverend
4708,profano,-0.125,profan
4709,secular,-0.625,secul
4710,laico,-0.625,laic
4711,profanatorio,-0.125,profanatori
4712,sádico,0.25,sadic
4713,masoquista,0.375,masoqu
4714,ileso,0.125,iles
4715,dodgy,-0.375,dodgy
4716,dados,-0.375,dad
4717,chancy,-0.375,chancy
4718,chanceful,-0.375,chanceful
4719,desesperado,-0.5,desesper
4720,mordazco,-0.25,mordazc
4721,totalmente,-0.625,total
4722,tocar,-0.5,toc
4723,peligroso,-0.5,peligr
4724,suicida,-0.5,suic
4725,autodestructivo,-0.5,autodestruct
4726,traicionero,-0.5,traicioner
4727,salable,0.125,salabl
4728,vendible,0.25,vendibl
4729,comercializable,0.25,comercializ
4730,insaloable,-0.5,insal
4731,invendible,-0.25,invend
4732,inmercuible,-0.25,inmercu
4733,igual,0.0,igual
4734,correspondiente,0.5,correspondient
4735,comparable,0.5,compar
4736,duplicar,-0.125,duplic
4737,homofónico,0.125,homofon
4738,indistinguible,-0.375,indistingu
4739,habrá,0.375,habr
4740,antitético,0.375,antitet
4741,antitétético,0.375,antitetet
4742,surtido,-0.25,surt
4743,contrastante,0.125,contrast
4744,diametral,0.25,diametral
4745,diamétrico,0.25,diametr
4746,divergente,-0.125,divergent
4747,dispares,0.5,dispar
4748,distinguible,0.25,distingu
4749,distinta,0.25,distint
4750,diversos,0.125,divers
4751,buceadores,0.125,buceador
4752,idéntico,0.375,ident
4753,otros,-0.625,otros
4754,algún,-0.125,algun
4755,otro,-0.125,otro
4756,pariente,0.0,parient
4757,akin,0.0,akin
4758,corresponsal,-0.25,corresponsal
4759,análogo,-0.25,analog
4760,connatural,0.125,connatural
4761,cuasi,-0.125,cuasi
4762,diferente,-0.375,diferent
