,SynsetTerms
13030,"webbing,"
13031,"weight, free weight, exercising weight,"
13032,"welder's mask,"
13033,"weston cell, cadmium cell,"
13034,"wet-bulb thermometer,"
13035,"whopper, whacker,"
13036,"wide screen,"
13037,"wildcat well, wildcat,"
13038,"wind rose,"
13039,"windsor tie,"
13040,"winery, wine maker,"
13041,"wirework, grillwork,"
13042,"wishing cap,"
13043,"workbench, work bench, bench,"
13044,"workhouse,"
13045,"yagi aerial, yagi,"
13046,"zip gun,"
13047,"zodiac,"
13048,"zoot suit,"
13049,"trait,"
13050,"character,"
13051,"personality,"
13052,"anal retentive personality, anal personality,"
13053,"genital personality,"
13054,"narcissistic personality,"
13055,"obsessive-compulsive personality,"
13056,"oral personality,"
13057,"fibre, fiber, character,"
13058,"spirit,"
13059,"inwardness, internality,"
13060,"spirituality, spiritualism, spiritism, otherworldliness,"
13061,"worldliness,"
13062,"extroversion, extraversion,"
13063,"introversion,"
13064,"ambiversion,"
13065,"solitariness, lonesomeness, loneliness, aloneness,"
13066,"friendlessness,"
13067,"reclusiveness,"
13068,"seclusion, privateness, privacy,"
13069,"temperament, disposition,"
13070,"complexion,"
13071,"physicality, animalism,"
13072,"bloodthirstiness, bloodiness,"
13073,"spirit, heart,"
13074,"nervousness,"
13075,"uneasiness, restlessness, queasiness,"
13076,"jactitation, jactation,"
13077,"skittishness, restiveness,"
13078,"compulsivity, compulsiveness,"
13079,"obsessivity, obsessiveness,"
13080,"emotionality, emotionalism,"
13081,"drama,"
13082,"demonstrativeness,"
13083,"warmth, lovingness, fondness, affectionateness,"
13084,"tenderness,"
13085,"uxoriousness,"
13086,"soupiness, sloppiness, sentimentality, mushiness, mawkishness, drippiness,"
13087,"corn,"
13088,"sentimentalism,"
13089,"warmth, passion, heat,"
13090,"fieriness,"
13091,"temperament,"
13092,"moodiness,"
13093,"blood,"
13094,"volatility, excitableness, excitability,"
13095,"boiling point,"
13096,"unemotionality, emotionlessness,"
13097,"blandness,"
13098,"iciness, frigidness, frigidity, coolness, coldness, chilliness,"
13099,"dryness, dispassionateness, dispassion,"
13100,"stolidness, stolidity, stoicism,"
13101,"tepidness, lukewarmness,"
13102,"sunshine, sunniness, cheerfulness, cheer,"
13103,"good-temperedness, good-naturedness, good-humouredness, good-humoredness,"
13104,"uncheerfulness,"
13105,"sadness, lugubriousness, gloominess,"
13106,"vivification, spiritedness, invigoration, brio, animation,"
13107,"chirpiness,"
13108,"sprightliness, spirit, liveliness, life,"
13109,"pertness,"
13110,"smartness, briskness, alacrity,"
13111,"vim, vigour, vigor, muscularity, energy,"
13112,"vitality, verve,"
13113,"elan,"
13114,"esprit,"
13115,"jauntiness, breeziness,"
13116,"irrepressibility, buoyancy,"
13117,"high-spiritedness,"
13118,"vivacity,"
13119,"mettlesomeness,"
13120,"exuberance, enthusiasm, ebullience,"
13121,"lyricism,"
13122,"peppiness, pep, ginger,"
13123,"inanition,"
13124,"activity, activeness,"
13125,"zing, pizzazz, pizzaz, oomph, dynamism,"
13126,"inertia, inactivity, inactiveness,"
13127,"sluggishness, phlegm, lethargy, languor, flatness,"
13128,"restfulness,"
13129,"passivity, passiveness,"
13130,"spiritlessness, numbness, indifference, apathy,"
13131,"torpor, torpidness, torpidity, listlessness,"
13132,"laziness, indolence,"
13133,"idleness, faineance,"
13134,"slothfulness, sloth,"
13135,"shiftlessness,"
13136,"perfectionism,"
13137,"tolerance, permissiveness,"
13138,"self acceptance,"
13139,"leniency, lenience, indulgence,"
13140,"softness,"
13141,"overtolerance,"
13142,"unpermissiveness, restrictiveness,"
13143,"strictness, sternness,"
13144,"puritanism,"
13145,"stiffness, severity, severeness, rigourousness, rigour, rigorousness, rigor, inclemency, harshness, hardness,"
13146,"good nature,"
13147,"grace, goodwill, good will,"
13148,"patience, longanimity, forbearance,"
13149,"easygoingness,"
13150,"risibility,"
13151,"agreeableness, agreeability,"
13152,"obligingness, deference, compliancy, compliance, complaisance,"
13153,"ill nature,"
13154,"crossness, crabbiness, crabbedness,"
13155,"grumpiness, crotchetiness, crankiness, contrariness,"
13156,"sullenness, sulkiness, sourness, moroseness,"
13157,"temper, surliness, snappishness, pettishness, peevishness, irritability, biliousness,"
13158,"impatience,"
13159,"intolerance,"
13160,"shrewishness,"
13161,"querulousness,"
13162,"sharpness, asperity,"
13163,"disagreeableness,"
13164,"thorniness, tartness, jaundice, bitterness, acrimony, acerbity,"
13165,"pugnacity, belligerence, aggressiveness,"
13166,"bellicosity, bellicoseness,"
13167,"quarrelsomeness, contentiousness,"
13168,"truculency, truculence,"
13169,"litigiousness,"
13170,"willingness,"
13171,"zeal, readiness, forwardness, eagerness,"
13172,"wholeheartedness,"
13173,"unwillingness, involuntariness,"
13174,"reluctance, indisposition, hesitation, hesitancy, disinclination,"
13175,"resistance,"
13176,"sincerity, seriousness, serious-mindedness, earnestness,"
13177,"committedness, commitment,"
13178,"sombreness, somberness, sobriety, soberness, gravity, graveness,"
13179,"staidness, solemnity, solemness, sedateness,"
13180,"stuffiness, stodginess,"
13181,"frivolousness, frivolity,"
13182,"silliness, giddiness,"
13183,"lightsomeness, lightness,"
13184,"levity,"
13185,"light-mindedness, flippancy,"
13186,"merriness, jocosity, jocoseness, humorousness,"
13187,"facetiousness,"
13188,"sauciness, pertness, perkiness, impertinence, archness,"
13189,"sportiveness, frolicsomeness, friskiness,"
13190,"whimsicality, puckishness, mischievousness, impishness,"
13191,"sense of humour, sense of humor, humour, humor,"
13192,"communicativeness,"
13193,"outspokenness, frankness,"
13194,"bluffness,"
13195,"volubility, fluency, articulateness,"
13196,"talkativeness, loquacity, loquaciousness, garrulousness, garrulity,"
13197,"leresis,"
13198,"uncommunicativeness,"
13199,"taciturnity, reticence, reserve,"
13200,"sociableness, sociability,"
13201,"joviality, conviviality,"
13202,"companionableness, companionability,"
13203,"comradeship, comradery, comradeliness, chumminess, camaraderie,"
13204,"gregariousness,"
13205,"openness, nakedness,"
13206,"friendliness,"
13207,"geniality, bonhomie, amiableness, amiability, affableness, affability,"
13208,"amicableness, amicability,"
13209,"condescension, condescendingness,"
13210,"intimacy, familiarity, closeness,"
13211,"congeniality,"
13212,"cordiality, amity,"
13213,"neighbourliness, neighborliness, good-neighbourliness, good-neighborliness,"
13214,"hospitableness,"
13215,"mellowness,"
13216,"sweetness and light,"
13217,"unsociableness, unsociability,"
13218,"withdrawnness, standoffishness, remoteness, aloofness,"
13219,"unapproachability,"
13220,"secretiveness, closeness,"
13221,"stealthiness, sneakiness, furtiveness,"
13222,"unfriendliness,"
13223,"ill will, hostility,"
13224,"aggression,"
13225,"virulency, virulence,"
13226,"misanthropy,"
13227,"uncongeniality,"
13228,"unneighborliness,"
13229,"inhospitableness,"
13230,"adaptability,"
13231,"flexibleness, flexibility,"
13232,"wiggle room,"
13233,"suppleness, pliantness, pliancy, pliability,"
13234,"unadaptability,"
13235,"rigidness, rigidity, inflexibility,"
13236,"thoughtfulness,"
13237,"pensiveness, meditativeness, contemplativeness,"
13238,"introspectiveness,"
13239,"intentionality,"
13240,"reflectivity, reflectiveness,"
13241,"unthoughtfulness, thoughtlessness,"
13242,"recklessness, rashness, foolhardiness,"
13243,"adventurism,"
13244,"brashness,"
13245,"desperation,"
13246,"impetuousness, impetuosity,"
13247,"hastiness,"
13248,"attentiveness,"
13249,"attentiveness,"
13250,"inattentiveness,"
13251,"carefulness,"
13252,"mindfulness, heedfulness,"
13253,"cautiousness, caution, carefulness,"
13254,"precaution,"
13255,"wariness, chariness,"
13256,"sharp-sightedness, on the qui vive, alertness,"
13257,"weather eye, watchfulness, vigilance,"
13258,"sloppiness, carelessness,"
13259,"incautiousness, incaution,"
13260,"unwariness,"
13261,"unmindfulness, inadvertency, inadvertence, heedlessness,"
13262,"negligence, neglectfulness, neglect,"
13263,"willful neglect, dereliction, delinquency,"
13264,"slackness, remissness, laxness, laxity,"
13265,"ladylikeness,"
13266,"maidenliness,"
13267,"womanishness, unmanliness, softness, sissiness, effeminateness, effeminacy,"
13268,"trustworthiness, trustiness,"
13269,"responsibleness, responsibility,"
13270,"fault,"
13271,"reliableness, reliability, dependableness, dependability,"
13272,"untrustworthiness, untrustiness,"
13273,"irresponsibleness, irresponsibility,"
13274,"unreliableness, unreliability, undependableness, undependability,"
13275,"whimsy, whimsicality, whimsey, flightiness, capriciousness, arbitrariness,"
13276,"carefreeness,"
13277,"painstakingness, conscientiousness,"
13278,"scrupulousness, punctiliousness, meticulousness, meticulosity,"
13279,"diligence,"
13280,"stringency, strictness,"
13281,"unconscientiousness,"
13282,"unconcern, nonchalance, indifference,"
13283,"recommendation, passport,"
13284,"agerasia,"
13285,"look,"
13286,"view,"
13287,"impression, effect,"
13288,"semblance, gloss, colour, color,"
13289,"simulacrum,"
13290,"face value,"
13291,"pretext, pretense, pretence, guise,"
13292,"disguise, camouflage,"
13293,"verisimilitude,"
13294,"leer,"
13295,"poker face,"
13296,"worn spot, fret,"
13297,"pilosity, hairiness,"
13298,"hirsutism, hirsuteness,"
13299,"hairlessness,"
13300,"beauty,"
13301,"raw beauty,"
13302,"resplendency, resplendence, glory,"
13303,"exquisiteness,"
13304,"picturesqueness,"
13305,"pleasingness,"
13306,"pulchritude,"
13307,"glamour, glamor,"
13308,"loveliness, fairness, comeliness, beauteousness,"
13309,"prettiness, cuteness,"
13310,"handsomeness, good looks,"
13311,"attractiveness,"
13312,"adorableness, adorability,"
13313,"personal magnetism, personal appeal, charisma,"
13314,"voluptuousness, shapeliness, curvaceousness,"
13315,"sex appeal, oomph, desirableness, desirability,"
13316,"sultriness,"
13317,"charm, appealingness, appeal,"
13318,"siren song, siren call,"
13319,"spiff,"
13320,"winsomeness,"
13321,"associableness, associability,"
13322,"attractiveness, attraction,"
13323,"affinity,"
13324,"temptingness, allurement, allure,"
13325,"invitation,"
13326,"fascination,"
13327,"lure, enticement, come-on,"
13328,"showstopper, show-stopper,"
13329,"ugliness,"
13330,"unsightliness,"
13331,"grotesquery, grotesquerie, grotesqueness,"
13332,"gaudiness, garishness,"
13333,"unpleasingness,"
13334,"hideousness,"
13335,"disfigurement, disfiguration, deformity,"
13336,"unattractiveness,"
13337,"plainness, homeliness,"
13338,"shapelessness,"
13339,"ballast,"
13340,"mar, defect, blemish,"
13341,"crack,"
13342,"craze,"
13343,"eyesore,"
13344,"scratch, scrape, scar, mark,"
13345,"spot, smudge, smirch, smear, slur, daub, blot,"
13346,"splotch, splodge, blotch,"
13347,"fingerprint, fingermark,"
13348,"stain, discolouration, discoloration,"
13349,"scorch,"
13350,"bloodstain,"
13351,"iron mould, iron mold,"
13352,"mud stain,"
13353,"oil stain,"
13354,"stigma,"
13355,"wart, verruca,"
13356,"common wart,"
13357,"plainness,"
13358,"simplicity, simpleness, restraint, chasteness,"
13359,"severity, severeness, austereness,"
13360,"starkness, bareness,"
13361,"ornateness, elaborateness,"
13362,"classical style,"
13363,"showiness, floridness, floridity, flamboyance,"
13364,"fussiness,"
13365,"etiolation,"
13366,"finishing, finish, coating,"
13367,"uncloudedness, clearness, clarity,"
13368,"pellucidness, pellucidity, limpidity,"
13369,"transparentness, transparency, transparence,"
13370,"translucency, translucence, semitransparency,"
13371,"visibility,"
13372,"sharpness, distinctness,"
13373,"definition,"
13374,"legibility, discernability,"
13375,"focus,"
13376,"opaqueness, opacity,"
13377,"murkiness, muddiness, cloudiness,"
13378,"vapourousness, vaporousness, steaminess, mistiness, haziness,"
13379,"softness, indistinctness, fuzziness, fogginess, blurriness,"
13380,"faintness, dimness,"
13381,"vagueness,"
13382,"divisibility,"
13383,"sharpness, keenness,"
13384,"acuteness,"
13385,"dullness, bluntness,"
13386,"obtuseness,"
13387,"conspicuousness,"
13388,"apparentness, apparency,"
13389,"blatancy,"
13390,"obtrusiveness,"
13391,"strikingness, boldness,"
13392,"predomination, predominance,"
13393,"inconspicuousness,"
13394,"unnoticeableness,"
13395,"unobtrusiveness,"
13396,"simplicity, simpleness, easiness, ease,"
13397,"effortlessness,"
13398,"readiness, facility,"
13399,"smoothness,"
13400,"difficulty, difficultness,"
13401,"effortfulness,"
13402,"strenuousness, arduousness,"
13403,"toilsomeness, operoseness, laboriousness,"
13404,"severity, severeness, rigourousness, rigour, rigorousness, rigor, hardship, grimness, asperity,"
13405,"ruggedness, hardness,"
13406,"toughness, formidability,"
13407,"oppressiveness, onerousness, heaviness, burdensomeness,"
13408,"subtlety, niceness,"
13409,"worriment, troublesomeness, inconvenience,"
13410,"flea bite,"
13411,"combustibleness, combustibility, burnability,"
13412,"inflammability, flammability,"
13413,"compatibility,"
13414,"congenialness, congeniality,"
13415,"harmony, harmoniousness,"
13416,"accord,"
13417,"rightness, nicety, justness,"
13418,"normality,"
13419,"congruousness, congruity, congruence,"
13420,"incompatibility,"
13421,"incongruousness, incongruity,"
13422,"irony,"
13423,"socratic irony,"
13424,"suitableness, suitability,"
13425,"arability,"
13426,"appropriateness,"
13427,"felicity, felicitousness,"
13428,"aptness, appositeness,"
13429,"ticket, just the ticket,"
13430,"fittingness, fitness,"
13431,"eligibility,"
13432,"insurability,"
13433,"ineligibility,"
13434,"uninsurability,"
13435,"convenience,"
13436,"timeliness, patness, opportuneness,"
13437,"handiness, availableness, availability, accessibility,"
13438,"command,"
13439,"impressiveness,"
13440,"neediness,"
13441,"painfulness, distressingness,"
13442,"sharpness,"
13443,"piquantness, piquancy, piquance,"
13444,"spinnability,"
13445,"unsuitableness, unsuitability, ineptness,"
13446,"inaptness, inappositeness,"
13447,"unworthiness, inappropriateness,"
13448,"infelicity,"
13449,"habitableness, habitability,"
13450,"unfitness,"
13451,"disqualification,"
13452,"inconvenience,"
13453,"unavailability, inaccessibility,"
13454,"untimeliness, inopportuneness,"
13455,"ethos,"
13456,"protectiveness,"
13457,"quality,"
13458,"nature,"
13459,"manhood, humanness, humanity,"
13460,"note,"
13461,"vibration, vibe,"
13462,"quality, calibre, caliber,"
13463,"superiority, high quality,"
13464,"fineness, choiceness,"
13465,"excellence,"
13466,"wonderfulness, admirableness, admirability,"
13467,"richness, magnificence, impressiveness, grandness,"
13468,"expansivity, expansiveness,"
13469,"first class,"
13470,"first water,"
13471,"low quality, inferiority,"
13472,"poorness,"
13473,"scrubbiness, scrawniness,"
13474,"second class,"
13475,"wretchedness,"
13476,"characteristic,"
13477,"spot, point,"
13478,"salableness, salability,"
13479,"selling point,"
13480,"changeableness, changeability,"
13481,"transmutability, commutability,"
13482,"reversibility,"
13483,"shiftiness,"
13484,"inconstancy, changefulness,"
13485,"unpredictability, capriciousness,"
13486,"variance, variableness, variability,"
13487,"variedness,"
13488,"variegation,"
13489,"interchangeableness, interchangeability, fungibility, exchangeability,"
13490,"transferability,"
13491,"convertibility,"
13492,"inconvertibility,"
13493,"substitutability, replaceability, commutability,"
13494,"liquidity,"
13495,"transposability, permutableness, permutability,"
13496,"progressivity, progressiveness,"
13497,"unchangingness, unchangeableness, unchangeability, changelessness,"
13498,"absoluteness,"
13499,"stability, constancy,"
13500,"metastability,"
13501,"innateness,"
13502,"irreversibility,"
13503,"invariance, invariableness, invariability,"
13504,"unvariedness,"
13505,"sameness, monotony, humdrum,"
13506,"unalterability, fixedness,"
13507,"unexchangeability,"
13508,"incommutability,"
13509,"irreplaceableness,"
13510,"mutableness, mutability,"
13511,"alterability,"
13512,"vicissitude,"
13513,"immutableness, immutability, fixity,"
13514,"unalterability,"
13515,"incurability,"
13516,"agelessness,"
13517,"sameness,"
13518,"separateness, otherness, distinctness,"
13519,"indistinguishability, identity, identicalness,"
13520,"unity, oneness,"
13521,"selfsameness,"
13522,"similarity,"
13523,"approximation,"
13524,"similitude, likeness, alikeness,"
13525,"parallelism, correspondence,"
13526,"uniformness, uniformity,"
13527,"homogeneousness, homogeneity,"
13528,"consistency, consistence,"
13529,"approach,"
13530,"sort,"
13531,"equivalence, comparison, compare, comparability,"
13532,"naturalness,"
13533,"resemblance,"
13534,"spitting image,"
13535,"mutual resemblance,"
13536,"affinity,"
13537,"equality,"
13538,"equatability,"
13539,"equivalence,"
13540,"parity,"
13541,"evenness,"
13542,"difference,"
13543,"differential,"
13544,"differentia,"
13545,"distinction,"
13546,"variance, divergence, discrepancy, disagreement,"
13547,"unsimilarity, dissimilarity,"
13548,"distinctiveness, disparateness,"
13549,"heterology,"
13550,"unlikeness, dissimilitude,"
13551,"nonuniformity,"
13552,"heterogeneousness, heterogeneity,"
13553,"variety, multifariousness, diversity, diverseness,"
13554,"inconsistency,"
13555,"variety, change,"
13556,"inequality,"
13557,"nonequivalence,"
13558,"disparity,"
13559,"far cry,"
13560,"spread, gap,"
13561,"gulf, disconnection, disconnect,"
13562,"unevenness,"
13563,"sure thing, foregone conclusion, certainty,"
13564,"cert,"
13565,"unavoidability, ineluctability,"
13566,"inevitableness, inevitability,"
13567,"determinateness, definiteness,"
13568,"finality, decisiveness, conclusiveness,"
13569,"unquestionableness, unquestionability, indubitability, indisputability,"
13570,"positivity, positiveness, incontrovertibleness, incontrovertibility,"
13571,"provability, demonstrability,"
13572,"givenness,"
13573,"moral certainty,"
13574,"predictability,"
13575,"probability,"
13576,"odds,"
13577,"likeliness, likelihood,"
13578,"question, dubiousness, doubtfulness, doubt,"
13579,"indetermination, indeterminateness, indeterminacy, indefinity, indefiniteness,"
13580,"inconclusiveness,"
13581,"unpredictability,"
13582,"improbableness, improbability,"
13583,"unlikeliness, unlikelihood,"
13584,"fortuitousness,"
13585,"speculativeness,"
13586,"factualness, factuality,"
13587,"counterfactuality,"
13588,"concreteness,"
13589,"tangibleness, tangibility, palpability,"
13590,"intangibleness, intangibility, impalpability,"
13591,"literalness,"
13592,"physicalness, materiality, corporeality, corporality,"
13593,"substantialness, substantiality, solidness,"
13594,"incorporeality, immateriality,"
13595,"insubstantiality,"
13596,"smoke,"
13597,"abstractness,"
13598,"reality,"
13599,"unreality,"
13600,"specialness, particularity,"
13601,"specificity,"
13602,"specificity,"
13603,"individuation, individuality, individualism,"
13604,"uniqueness, singularity,"
13605,"specialty, specialness, speciality, peculiarity, distinctiveness,"
13606,"pervasiveness,"
13607,"prevalence,"
13608,"universality, catholicity,"
13609,"totality,"
13610,"simplicity, simpleness,"
13611,"complexness, complexity,"
13612,"tortuousness, knottiness, complication, complicatedness,"
13613,"involution, intricacy, elaboration, elaborateness,"
13614,"tapestry,"
13615,"regularity,"
13616,"periodicity, cyclicity,"
13617,"orderliness, methodicalness,"
13618,"system, organization, organisation,"
13619,"homogeneity,"
13620,"inhomogeneity,"
13621,"invariability, evenness,"
13622,"smoothness,"
13623,"even spacing,"
13624,"steadiness,"
13625,"unregularity, irregularity,"
13626,"jerkiness, fitfulness,"
13627,"intermittency, intermittence,"
13628,"wavering, fluctuation,"
13629,"stochasticity, randomness, noise, haphazardness,"
13630,"spasticity,"
13631,"variability, unevenness,"
13632,"ruggedness,"
13633,"hilliness,"
13634,"jaggedness,"
13635,"patchiness,"
13636,"personal equation,"
13637,"unsteadiness,"
13638,"mobility,"
13639,"movableness, movability,"
13640,"manoeuvrability, maneuverability,"
13641,"manipulability,"
13642,"restlessness,"
13643,"weatherliness,"
13644,"wiggliness,"
13645,"slackness, slack,"
13646,"unsteadiness, ricketiness,"
13647,"unstableness, instability,"
13648,"shakiness,"
13649,"portability,"
13650,"immobility,"
13651,"immotility,"
13652,"inertness,"
13653,"immovableness, immovability,"
13654,"secureness, fixture, fixity, fixedness, fastness,"
13655,"looseness,"
13656,"lodgment, lodging, lodgement,"
13657,"granite,"
13658,"sureness,"
13659,"stableness, stability,"
13660,"sweetness, pleasantness,"
13661,"amenity, agreeableness,"
13662,"enjoyableness,"
13663,"niceness,"
13664,"unpleasantness,"
13665,"disagreeableness,"
13666,"abrasiveness,"
13667,"acridness, acridity,"
13668,"unpalatableness, unpalatability,"
13669,"unsavoriness, disgustingness,"
13670,"nastiness,"
13671,"offensiveness, odiousness, distastefulness,"
13672,"wickedness, vileness, sliminess, repulsiveness, lousiness, loathsomeness,"
13673,"obnoxiousness, objectionableness, hatefulness,"
13674,"beastliness,"
13675,"terribleness, horridness, dreadfulness, awfulness,"
13676,"frightfulness,"
13677,"luridness, gruesomeness, grimness, ghastliness,"
13678,"credibleness, credibility, believability,"
13679,"legitimacy, genuineness, authenticity,"
13680,"real thing, real stuff, real mccoy,"
13681,"validity, rigour, rigor, cogency,"
13682,"plausibleness, plausibility,"
13683,"tenableness, tenability, reasonableness,"
13684,"incredibleness, incredibility,"
13685,"implausibleness, implausibility,"
13686,"logicalness, logicality,"
13687,"rationalness, rationality,"
13688,"completeness,"
13689,"inconsequence, illogicalness, illogicality, illogic,"
13690,"naturalness,"
13691,"unaffectedness,"
13692,"simplicity, simmpleness,"
13693,"unassumingness, sincerity,"
13694,"spontaneousness, spontaneity,"
13695,"informality, ease,"
13696,"unpretentiousness,"
13697,"naturalization, naturalisation,"
13698,"unnaturalness,"
13699,"affectedness,"
13700,"pose, airs,"
13701,"demureness, coyness,"
13702,"preciousness, preciosity,"
13703,"artificiality,"
13704,"theatricality, staginess,"
13705,"pretension, pretense, pretence,"
13706,"pretentiousness, pretension, largeness,"
13707,"ostentation,"
13708,"supernaturalness, supernaturalism,"
13709,"virtu, vertu,"
13710,"wholesomeness,"
13711,"nutritiveness, nutritiousness,"
13712,"healthfulness,"
13713,"salubrity, salubriousness,"
13714,"unwholesomeness, morbidness, morbidity,"
13715,"noxiousness, noisomeness, harmfulness,"
13716,"toxicity, perniciousness,"
13717,"lethality, deadliness,"
13718,"fatality,"
13719,"jejunity, jejuneness,"
13720,"rottenness, putrescence,"
13721,"unhealthfulness,"
13722,"insalubrity, insalubriousness,"
13723,"satisfactoriness,"
13724,"adequateness, adequacy,"
13725,"acceptableness, acceptability,"
13726,"admissibility,"
13727,"unsatisfactoriness,"
13728,"inadequateness, inadequacy,"
13729,"perishableness, perishability,"
13730,"unacceptableness, unacceptability,"
13731,"inadmissibility,"
13732,"impermissibility,"
13733,"palatableness, palatability,"
13734,"ordinariness, mundanity, mundaneness,"
13735,"mediocrity, averageness,"
13736,"expectedness,"
13737,"normality, normalcy,"
13738,"everydayness, commonplaceness, commonness,"
13739,"prosiness, prosaicness,"
13740,"usualness,"
13741,"familiarity,"
13742,"extraordinariness,"
13743,"unexpectedness, surprisingness,"
13744,"uncommonness,"
13745,"uncommonness,"
13746,"unusualness,"
13747,"unfamiliarity, strangeness,"
13748,"ghostliness, eeriness,"
13749,"freakishness, abnormality,"
13750,"singularity,"
13751,"weirdness, outlandishness, bizarreness,"
13752,"quaintness,"
13753,"eccentricity,"
13754,"oddness, oddity,"
13755,"ethnicity,"
13756,"strangeness, foreignness, curiousness,"
13757,"exotism, exoticness, exoticism,"
13758,"alienism, alienage,"
13759,"originality,"
13760,"novelty, freshness,"
13761,"unorthodoxy, heterodoxy,"
13762,"unconventionality,"
13763,"nonconformity,"
13764,"unoriginality,"
13765,"orthodoxy,"
13766,"conventionality, conventionalism, convention,"
13767,"ossification, conformity,"
13768,"traditionality, traditionalism,"
13769,"scholasticism, academism, academicism,"
13770,"rightness, correctness,"
13771,"wrongness, incorrectness,"
13772,"error, erroneousness,"
13773,"deviation,"
13774,"truth, accuracy,"
13775,"exactness, exactitude,"
13776,"precision, preciseness,"
13777,"trueness,"
13778,"inaccuracy,"
13779,"inexactness, inexactitude,"
13780,"imprecision, impreciseness,"
13781,"looseness,"
13782,"infallibility,"
13783,"inerrancy,"
13784,"errancy,"
13785,"errancy,"
13786,"instability,"
13787,"reproducibility, duplicability,"
13788,"irreproducibility,"
13789,"distinction,"
13790,"worthiness,"
13791,"meritoriousness, merit, deservingness,"
13792,"praiseworthiness, laudableness, laudability,"
13793,"quotability,"
13794,"roadworthiness,"
13795,"unworthiness,"
13796,"sordidness, despicableness, despicability, contemptibility, baseness,"
13797,"shamefulness, ignominiousness, disgracefulness,"
13798,"scandalousness,"
13799,"popularity,"
13800,"hot stuff,"
13801,"unpopularity,"
13802,"legality,"
13803,"validness, validity,"
13804,"lawfulness,"
13805,"legitimacy,"
13806,"licitness,"
13807,"illegality,"
13808,"invalidness, invalidity,"
13809,"fallaciousness,"
13810,"unlawfulness,"
13811,"outlawry, lawlessness,"
13812,"infection,"
13813,"illegitimacy,"
13814,"illicitness,"
13815,"shadiness,"
13816,"refinement, civilization, civilisation,"
13817,"elegance,"
13818,"elegance,"
13819,"style, panache, flair, elan, dash,"
13820,"fineness, delicacy, daintiness,"
13821,"courtliness,"
13822,"tastefulness,"
13823,"gentility, genteelness, breeding,"
13824,"swank, stylishness, smartness, modishness, last word, chicness, chichi, chic,"
13825,"rakishness, nattiness, jauntiness, dapperness,"
13826,"splendour, splendor, magnificence, grandness, grandeur, brilliance,"
13827,"eclat,"
13828,"pomp, eclat,"
13829,"class,"
13830,"inelegance,"
13831,"stiffness, gracelessness, clumsiness, awkwardness,"
13832,"woodenness,"
13833,"rusticity, gaucherie,"
13834,"urbanity,"
13835,"homeliness, drabness, dowdiness,"
13836,"sleaziness, shabbiness, seediness, manginess,"
13837,"tweediness,"
13838,"raggedness,"
13839,"vulgarity, vulgarism, raunch, grossness, commonness, coarseness,"
13840,"roughness, crudeness,"
13841,"uncouthness, boorishness,"
13842,"splashiness, puffiness, pretentiousness, pompousness, pomposity, ostentatiousness, ostentation, inflation,"
13843,"tastelessness,"
13844,"tat, tackiness, sleaze, cheapness,"
13845,"tawdriness, meretriciousness, loudness, glitz, gaudiness, garishness, flashiness, brashness,"
13846,"understandability, comprehensibility,"
13847,"readability, legibility,"
13848,"intelligibility,"
13849,"expressiveness,"
13850,"picturesqueness,"
13851,"readability,"
13852,"pellucidity, lucidness, lucidity, limpidity, clearness, clarity,"
13853,"monosemy,"
13854,"focus,"
13855,"coherency, coherence,"
13856,"preciseness, clearcutness,"
13857,"plainness, perspicuousness, perspicuity,"
13858,"unequivocalness, unambiguity,"
13859,"explicitness,"
13860,"incomprehensibility,"
13861,"inscrutability,"
13862,"impenetrableness, impenetrability,"
13863,"noise,"
13864,"opaqueness, opacity,"
13865,"reconditeness, obscurity, obscureness, abstruseness,"
13866,"unintelligibility,"
13867,"unclearness,"
13868,"elusiveness,"
13869,"vagueness,"
13870,"haziness,"
13871,"inexplicitness,"
13872,"implicitness,"
13873,"equivocalness, ambiguity,"
13874,"prevarication, evasiveness, equivocation,"
13875,"righteousness,"
13876,"impeccability,"
13877,"uprightness, rectitude,"
13878,"piousness, piety,"
13879,"religiousness, devoutness,"
13880,"religiousism, religiosity, religionism, pietism,"
13881,"dutifulness,"
13882,"godliness,"
13883,"unrighteousness,"
13884,"wickedness, sinfulness, sin,"
13885,"impiousness, impiety,"
13886,"undutifulness,"
13887,"irreligiousness, irreligion,"
13888,"ungodliness, godlessness,"
13889,"humaneness,"
13890,"humanity,"
13891,"mercy, mercifulness,"
13892,"pity, compassion,"
13893,"kindness, forgivingness,"
13894,"mildness, lenity, leniency, lenience,"
13895,"inhumanity, inhumaneness,"
13896,"heinousness, barbarousness, barbarity, atrocity, atrociousness,"
13897,"bestiality,"
13898,"viciousness, savagery, ferociousness, brutality,"
13899,"murderousness,"
13900,"unmercifulness, mercilessness,"
13901,"ruthlessness, pitilessness,"
13902,"relentlessness, inexorableness, inexorability,"
13903,"charitableness,"
13904,"bounty, bounteousness,"
13905,"bigheartedness,"
13906,"liberalness, liberality,"
13907,"openhandedness, munificence, magnanimity, largesse, largess,"
13908,"unselfishness,"
13909,"selflessness, altruism,"
13910,"tightness, tightfistedness, parsimony, parsimoniousness, niggardness, niggardliness, minginess, meanness, closeness,"
13911,"smallness, pettiness, littleness,"
13912,"miserliness,"
13913,"penuriousness,"
13914,"illiberality,"
13915,"selfishness,"
13916,"voraciousness, rapaciousness, greediness,"
13917,"self-love, narcissism, narcism,"
